platform,product,text,sentiment_label,sentiment_score
youtube,Apple HomePod Mini,Ithink it pretty good  only as speaker & smart home things 👍,Positive,0.29107142857142854
youtube,Apple HomePod Mini,Did this guy ever play a song?,Neutral,0.0
youtube,Apple HomePod Mini,"4 years later, still no Spotify? 🥲🥲",Neutral,0.0
youtube,Apple HomePod Mini,Struggling with this little one 4 years later...,Neutral,-0.09375
youtube,Apple HomePod Mini,3:47 Thank you for activating Siri on my side😂,Neutral,0.0
youtube,Apple HomePod Mini,£99 is very worth it though,Positive,0.39
youtube,Apple HomePod Mini,Privacy is also better in the Apple ecosystem compared to google etc,Positive,0.5
youtube,Apple HomePod Mini,"Anyone here in 2024, because it still keep’s disconnecting?……!",Neutral,0.0
youtube,Apple HomePod Mini,"3 years later, I believe Homepod mini is the only one with free smoke / co alarm detection, which is the sole reason I am getting one.",Neutral,0.1
youtube,Apple HomePod Mini,So you get a power brick in a $100 smart speaker but not a $1000 phone???,Positive,0.21428571428571427
youtube,Apple HomePod Mini,Except it isn't smart it's dumb,Neutral,-0.08035714285714286
youtube,Apple HomePod Mini,"""The dumbest smart speaker"" is not homepod, it's your mom",Positive,0.21428571428571427
youtube,Apple HomePod Mini,"Thanks! I will buy it now then. Your review game me a lot of clarity,",Neutral,-0.07500000000000001
youtube,Apple HomePod Mini,"still got it in 2024 in my bedroom, sounds perfect to me",Positive,1.0
youtube,Apple HomePod Mini,Sound quality is always the priority.  Then price and last is smartness of a speaker.,Positive,0.2
youtube,Apple HomePod Mini,i really wish that homepod mini can be used as windows PC speaker without lags or third party software........................................................................,Neutral,0.1
youtube,Apple HomePod Mini,My Siri went off when he said Siri :) 0:38,Positive,0.5
youtube,Apple HomePod Mini,can homepod mini link to my tv speaker?,Neutral,0.0
youtube,Apple HomePod Mini,I like the ecosystem and also the security on Apple verse the other platforms,Negative,-0.125
youtube,Apple HomePod Mini,Great job exactly what I was looking for in a review!!!!!,Positive,0.7814697265625
youtube,Apple HomePod Mini,"Least favorite Apple product. Had 2 in stereo pair and they just sucked. 
Really bad. 
Sold them.",Negative,-0.1666666666666666
youtube,Apple HomePod Mini,Can it be connected to more than one device at the same time?,Positive,0.25
youtube,Apple HomePod Mini,only thing i hate is why smart speakers have wire ? like make then wireless,Negative,-0.19523809523809524
youtube,Apple HomePod Mini,"Instead of apple music, can you use it for youtube music too?",Neutral,0.0
youtube,Apple HomePod Mini,i really wish i could be as excited as you about the home pods... a reissue or updated version of the original ipod hi-fi would be an instabuy tho,Positive,0.31666666666666665
youtube,Apple HomePod Mini,I wish your voice wasn’t so annoying. I’d love to watch your videos,Negative,-0.15000000000000002
youtube,Apple HomePod Mini,"In South Africa you can't use iTunes on the Google speakers (MI/Xiaomi has a wonderful speaker) but If you have an iPhone I would say rather you get the Apple HomePod. Also you can use Google speakers with Spotify and YouTube Music/ Premium ... I have seen on some videos that you can synchronise iTunes with Google nest speakers else where in the world, not in South Africa 😢😢 this means that whether you get
Google nest or Apple HomePod it does matter in terms of flexibility it will depend on your phone or type of tv...of cause android phone users will not be able to use Apple HomePod unless they want to force themselves into buying an iphone😂...",Positive,0.75
youtube,Apple HomePod Mini,"So, 3 years later, I wanna ask a stupid question. If we ignore the smart part of the device and we see it just as a speaker but not listening to Apple Music, could I just bluetooth / wifi connect it and listen to some music from youtube or watch a movie from netflix?",Negative,-0.1952380952380952
youtube,Apple HomePod Mini,"Thanks, I chose a soundbar with $99",Positive,0.2
youtube,Apple HomePod Mini,Siri is finally catching up with Google and Alexa in 2024 she can speak in Hindi now,Positive,0.6
youtube,Apple HomePod Mini,Swear I heard how shits are made lol,Positive,0.8
youtube,Apple HomePod Mini,me with the alexa dot i got for free after buying a smart light bulb 🧍,Positive,0.33809523809523806
youtube,Apple HomePod Mini,Does anyone else here like a fan in the background throughout the whole video?,Positive,0.2
youtube,Apple HomePod Mini,"I really really wish they can solve that 3 seconds lag issue. I cannot believe this is still happening in 2024. I know there is workaround to play music directly from safari but it literally does not work when I want to see the videos in higer resolution because whenever I connected to airplay, video quality is reduced to 720p. what a sh*t bug.",Positive,0.15000000000000002
youtube,Apple HomePod Mini,"Hiii brother, for this must it always be plugged to the power source?",Neutral,0.0
youtube,Apple HomePod Mini,So you cant use it if you use youtube music?,Neutral,0.0
youtube,Apple HomePod Mini,"Nah, the worst purchase I have ever made. Most often no audio when I select it as the output source. When it does play it lags. It needs resetting almost daily,",Negative,-0.16666666666666666
youtube,Apple HomePod Mini,I picked one up last week to play with while I’m saving up for two of the big HomePods for my home theater setup. Once I do I’ll put the mini in the bedroom.,Neutral,0.0
youtube,Apple HomePod Mini,"The smaller the size of the speaker, the higher the design and technical requirements will be, otherwise it will be difficult to achieve stunning sound quality.",Positive,0.10833333333333334
youtube,Apple HomePod Mini,"I love apple products but also love MUSIC and want a small speaker..
.
Just clear my doubt,, in this price segment *Is this the best sounding speaker?*",Positive,0.37
youtube,Apple HomePod Mini,Pick up yourselves a BEATS speaker and you’ll be happy that you did without any complaints.,Positive,0.8
youtube,Apple HomePod Mini,Nice I just got a home pod mini as a gift made my day as I def have some apple products and use them all the time can’t wait to set this up later!,Positive,0.3
youtube,Apple HomePod Mini,It’s just work for apple music or it’s work for Spotify and…,Neutral,0.0
youtube,Apple HomePod Mini,fyi its not a box its more of a sphere,Positive,0.5
youtube,Apple HomePod Mini,Why can’t they make it wireless?,Neutral,0.0
youtube,Apple HomePod Mini,"once they make a bluetooth one, they can have my hard working riches 😅",Negative,-0.2916666666666667
youtube,Apple HomePod Mini,black plug is just common sense.  Who wears white converse sneakers with a black suit?  Who claps on 1 and 3?,Negative,-0.15833333333333333
youtube,Apple HomePod Mini,Um this is not black it is space grey  👀,Neutral,0.016666666666666663
youtube,Apple HomePod Mini,Non removable power cable was a dealbreaker. Will not get a mini until they release a removable one.,Neutral,0.0
youtube,Apple HomePod Mini,can you set up automations to work on HomePod mini - like a nighttime routine or soundtrack when you say goodnight to it?,Neutral,0.0
youtube,Apple HomePod Mini,The only reason I have one is because it came free with my iPhone 15 pro purchase 11:02,Positive,0.2
youtube,Apple HomePod Mini,Mine stops playing when watching videos or it disconnects when watching movies on hbo max,Neutral,0.0
youtube,Apple HomePod Mini,Is it worth it though?,Positive,0.3
youtube,Apple HomePod Mini,"If I need a small speaker for music on my home office desk, is this good for that? I like the idea of as seamless exprience as possible when switching between my audio output device. I am just wondering if it makes more sense to buy some kind of small JBL bluetooth speaker or this one? All my devices are Apple currently.",Positive,0.175
youtube,Apple HomePod Mini,Thanks for this. Could a pair of HomePod mini speakers and Apple TV be a good replacement for my old 5.1 surround sound (through a Panasonic Blu-ray player)?,Positive,0.35
youtube,Apple HomePod Mini,Anyone watch this and had Siri follow along with the two jokes and the intercom demo? My HomePod listened and now I have an intercom message with Marques' voice,Neutral,0.0
youtube,Apple HomePod Mini,i use a pair of Homepod Mini on Spotify and they are really good!! Fantastic sound!!,Positive,0.6749999999999999
youtube,Apple HomePod Mini,Does apple pay you for reviewing their product?,Neutral,0.0
youtube,Apple HomePod Mini,Dude i watched that intro like 3 or 4 times. Freakin sick,Negative,-0.7142857142857143
youtube,Apple HomePod Mini,"Buy a Bluetooth speaker instead,   This is a waste of money",Negative,-0.2
youtube,Apple HomePod Mini,"I've enjoyed my alexa but being that I have and iPhone, iPad, MacBook and and Apple Watch, I think the move to homepod will be helpful lol",Positive,0.65
youtube,Apple HomePod Mini,Wait.. so i have to have it done plugged in all the time ?,Neutral,0.0
youtube,Apple HomePod Mini,I love apple so much my favorite thing is HomePod mini ❤(blue)🎉,Positive,0.5
youtube,Apple HomePod Mini,"Another  expensive APPLE PRODUCT  waste of money ,   AND it’s just another way for Government to use  TO SPY ON US THIS ALWAYS LISTENING SIRI.  NO THANKS",Negative,-0.26666666666666666
youtube,Apple HomePod Mini,little did he know it had a temp and humidity sensor...,Negative,-0.1875
youtube,Apple HomePod Mini,Homekit is honestly worth the apple tax just to not have google/amazon creeping on my living room.,Positive,0.3
youtube,Apple HomePod Mini,"Underrated little speaker, use it everyday!",Negative,-0.21875
youtube,Apple HomePod Mini,Does it work alsow with spotify?,Neutral,0.0
youtube,Apple HomePod Mini,I’m getting the HomePod,Neutral,0.0
youtube,Apple HomePod Mini,Just ordered my mini speaker for free using a gift card😅 can’t wait to try it out👊🏽,Positive,0.4
youtube,Apple HomePod Mini,So does Spotify work with it now I assume,Neutral,0.0
youtube,Apple HomePod Mini,I only use an iPad. Should I buy this thing?,Neutral,0.0
youtube,Apple HomePod Mini,"Thanks for this video, has convinced me to get a pair.

George, Yorkshire, UK",Positive,0.2
youtube,Apple HomePod Mini,Bruh this video is setting off my homepod,Neutral,0.0
youtube,Apple HomePod Mini,"I don’t trust Alexa, but I trust apple slightly more. I don’t like the feeling of having an Alexa… even though I have one…",Positive,0.5
youtube,Apple HomePod Mini,Does that beam only work with Apple Music or can u has other music apps 5:25,Neutral,-0.0625
youtube,Apple HomePod Mini,Is Spotify compatible with it now?,Neutral,0.0
youtube,Apple HomePod Mini,I fall into kind of an odd micro-niche; I'm a firefighter (engineer rank) and I have my own private room at the station and I brought my AppleTV to hook up to my old plasma TV that I donated to the station. I'd kind of like to get a HomePod Mini to put next to my bed to enhance the sound in my bunk room a little bit. Thoughts? I figure for $99 it could be a good option simply because of ease of use with the AppleTV. I may give it a shot and if it doesn't work that great at the station I'll just bring it home and use it here.,Positive,0.203525641025641
youtube,Apple HomePod Mini,Can I use it with Spotify?,Neutral,0.0
youtube,Apple HomePod Mini,"I must say apple come out with stuff a lot later than other companies, but there is such a luxury feel and finish that apple creates with their products",Neutral,-0.041666666666666664
youtube,Apple HomePod Mini,I went to your video to HOOK UP the pod! Don’t you think most people already have an iPhone or an iPad so HOW DO I CONNECT TO THE WI-FI? Waste of time my friend!!,Neutral,0.09375
youtube,Apple HomePod Mini,🎁 Google homepod Mimi ⚖️📬📮🏘️🇨🇦🎙️,Neutral,0.0
youtube,Apple HomePod Mini,📦 Google homepod Mimi ⚖️,Neutral,0.0
youtube,Apple HomePod Mini,Google homepod Mimi ⚖️🇨🇦📮📬📧📩🏷️🏷️📉⚖️💰🏘️🎙️💰🏘️🛫🧑🏻‍💼🧑🏻‍💼🧑🏻‍✈️🚚,Neutral,0.0
youtube,Apple HomePod Mini,"Dudes calling their wife ""partner"" lol... True beta move, bud.",Positive,0.575
youtube,Apple HomePod Mini,"i use this daily, its cool",Positive,0.175
youtube,Apple HomePod Mini,"To be honest, not really said it does not work correctly and about the quality of the sun the Google Home speaker some actually pretty equal",Positive,0.1875
youtube,Apple HomePod Mini,Honestly great review 😊,Positive,0.8
youtube,Apple HomePod Mini,I have YouTube Music. Can I tell Siri to play music using YouTube Music?,Neutral,0.0
youtube,Apple HomePod Mini,Siri ously underwhelming smart functionality,Positive,0.21428571428571427
youtube,Apple HomePod Mini,This was one of the most honest reviews I've ever seen!,Positive,0.625
youtube,Apple HomePod Mini,Off topic — What’s the bracelet that you were wearing on your wrist? It looks great.,Positive,0.8
youtube,Apple HomePod Mini,Any beta that refers to their girlfriend or wife as their “partner” should just turn in their man card.,Neutral,0.0
youtube,Apple HomePod Mini,One HomePod will overwhelm a pair of HomePod minis with a bigger rounder sound.,Positive,0.2
youtube,Apple HomePod Mini,Thank you for the review. I really love the orange color! Ordered mine from Bestbuy too but it cost 99.99,Positive,0.625
youtube,Apple HomePod Mini,3.9 inches tall exactly... how did you know this? Did you have something exactly that size to compare it to?,Positive,0.25
youtube,Apple HomePod Mini,Should i go for homepod mini or jbl flip7?,Neutral,0.0
youtube,Apple HomePod Mini,you sir are really honest,Positive,0.6
youtube,Apple HomePod Mini,A vid from one year ago that says 2025 why y’all lie,Neutral,0.0
youtube,Apple HomePod Mini,"If I'm listening to a broadcast on my phone thru my Rumble app, can I get the sound to come thru my Homepod mini?  Thank yoi.",Positive,0.4
youtube,Apple HomePod Mini,Apple updates bricking and or breaking these devices. Google it !!,Neutral,0.0
youtube,Apple HomePod Mini,Great video! Can you use it as a Mac computer speaker? Not just to play music but to watch videos and other voice needs. No lag?,Positive,0.4375
youtube,Apple HomePod Mini,"Honestly you said ""honestly"" over 10 times in this review.

But honestly good review 😅",Positive,0.6333333333333333
youtube,Apple HomePod Mini,"Stop saying ""honestly"" OVER AND OVER.",Positive,0.6
youtube,Apple HomePod Mini,I am looking at this 'cause I can not decide between a JBL BT speaker or Homepod mini. Homepod mini I could use as TV speakers if and when I buy another one. Also it would be portable enough to bring it with me to garage if I wanted to. JBL would be easier to carry but I don't see myself carrying it anywhere outside my house. A con for JBL is also a battery that will degrade over time.,Neutral,0.0
youtube,Apple HomePod Mini,"The sound is good but siri on this speaker sucks. If you’re looking to buy it just for the speaker, it’s good. But if you’re gonna buy it to be used as a smart device, it aint smarter than amazon echo or google",Positive,0.34285714285714286
youtube,Apple HomePod Mini,Probably a great house warming gift,Positive,0.8
youtube,Apple HomePod Mini,When was the sale at best buy?,Positive,1.0
youtube,Apple HomePod Mini,"The Apple HomePod is the biggest piece of crap. I love all my apple products but I regret buying this HomePod. It's too slow to respond, you have to scream to get it to answer, a constantly loses connection with the smart plugs, it doesn't interact well with Apple TV, whenever I ask a question it tells me to ask it again and unlock my phone. My Alexa echo dot always worked great, always responded quickly, never lost contact with the smart plugs and always answered all my questions, without having to go to my Alexa app on my phone! If there was a way I could get a refund for this piece of crap, I wish I could!",Neutral,-0.08716931216931217
youtube,Apple HomePod Mini,There is another youtube video that I watched that has ten uses for the little speaker,Neutral,-0.09375
youtube,Apple HomePod Mini,I have a Mac mini and have been thinking about buying one of these. I often use voice dictation when I’m creating word documents. Can I use the speaker for that. The speaker on the Mac mini is too small to pick up voice dictation.,Negative,-0.25
youtube,Apple HomePod Mini,Great sound but terible connectivity. You get a delay if you want to use them on a mac. I find that truly shocking that Apple can't make a speaker that works on their own computers without lag? Truly a shame as I have a pair of these that work with my apple tv flawlessly and they sound great.,Positive,0.42857142857142855
youtube,Apple HomePod Mini,Can I connect to MacBook Air?,Neutral,0.0
youtube,Apple HomePod Mini,Can it act as alarm tho?,Neutral,0.0
youtube,Apple HomePod Mini,Need home wifi or just internet from iphone?,Neutral,0.0
youtube,Apple HomePod Mini,Of course still worth it. There is no new mini out dude,Positive,0.1159090909090909
youtube,Apple HomePod Mini,I absolutely love mine but I use it in a small room. Truly this 100 pod sounds as good more natural than my 15 year old Bose Wave radio and it was 400 dollars back then. It’s wonderful for creating an atmosphere in your house or apartment and you can use in multiple rooms.,Positive,0.2944444444444445
youtube,Apple HomePod Mini,"Great review, I have a pair of homepod minis for around 6 months by now, and as a casual user, it fits all my needs, it has an amazing audio quality in my opinion, I usually use it for watching movies and listening to music while gaming or working, for the price, it's very worth it imo",Positive,0.20800000000000002
youtube,Apple HomePod Mini,I’m getting one tomorrow I’m so excited! What color should I get? Midnight or blue???!?,Positive,0.234375
youtube,Apple HomePod Mini,But it’s not portable,Neutral,0.0
youtube,Apple HomePod Mini,God bless Jesus loves u great vid ❤,Positive,0.8
youtube,Apple HomePod Mini,does the power brick come in the box?,Neutral,0.0
youtube,Apple HomePod Mini,i have one too and its hella good,Positive,0.7
youtube,Apple HomePod Mini,**Update** We've been able to get AirTags to work with the HomePod Mini after upgrading the iPhone's software to 14.6 and has worked reliably for many months now.,Positive,0.5
youtube,Apple HomePod Mini,"i didn’t know apple made speakers, so i just ordered myself the mini one, i only need something for music and audiobooks for when i sleep, i can’t wait to get mine, it shipped yesterday, it should be here 2 weeks. i picked the midnight color. i don’t care about the little dirt that will be on it. i can’t wait to get it and hear music on it for myself 😊",Neutral,-0.09375
youtube,Apple HomePod Mini,YouTube Music is available now. YAY!,Positive,0.5
youtube,Apple HomePod Mini,"This video is 4 years old, so in 2025 does one still need to use an iPhone or iPad to set up the HomePod Mini to an Apple TV 4K rd gen? Thanks",Positive,0.15000000000000002
youtube,Apple HomePod Mini,Anyone ever tell you that you look like Zack Morris from Saved by the Bell?,Neutral,0.0
youtube,Apple HomePod Mini,Can I via Bluetooth use it as a speaker from my PC ?,Neutral,0.0
youtube,Apple HomePod Mini,Thanks for this clear and immensely helpful review!,Positive,0.10000000000000002
youtube,Apple HomePod Mini,"AirPlay sucks. The connection breaks on every use regardless of wifi speed and latest firmware. 6 months later, I smashed that lousy thing on the wall. Most probably is burned up at trash centre now.😊",Neutral,0.04
youtube,Apple HomePod Mini,"Even within the Apple ecosystem, the HomePod mini still can't play announcements from the iPhone and can't read an internet page, which limits its practical uses. All the  limitations it comes with makes its sound quality easy to forget! Apple HomePod mini is not a smart speaker; it's an Apple Music speaker. Only a five-year-old or younger would be entertained by it, but not a fully conscious adult.",Positive,0.14778911564625852
youtube,Apple HomePod Mini,"Thanks for this review. I'm primarily an Apple person except I'm looking to replace my Amazon devices. I really only use my other device for music which I find sometimes difficult when I have my Amazon device linked to my Apple Music subsciption. And I also use it for the weather. Your review indicated I can do both and link 2 or more Homepod Minis together. I think I'm sold. I will shortly be a 100% apple home...well except for the streaming device I get free through my employer, but I do have my AppleTV linked on it.",Positive,0.10937500000000001
youtube,Apple HomePod Mini,i have A Home Pod Mini,Neutral,0.0
youtube,Apple HomePod Mini,No YouTube music is a no buy for me,Neutral,0.0
youtube,Apple HomePod Mini,I just copped a yellow one!,Neutral,0.0
youtube,Apple HomePod Mini,Just could do with a aluminium version and also with a IP rating for kitchens and bathrooms,Neutral,0.0
youtube,Apple HomePod Mini,"Glad, found it useful! Is YouTube still not available? @6MonthsLater",Positive,0.225
youtube,Apple HomePod Mini,"I dont have an iphone and hate siri or talking to any device.  I have an ipad and an apple tv.  does homepod make sense for what I haVE?  I just want to listen to my itunes music, not apple music",Negative,-0.8
youtube,Apple HomePod Mini,Is Spotify available yet?,Positive,0.4
youtube,Apple HomePod Mini,"I can give you another reason why you would recommend it - affiliate link in the description 😂😂😂😂

The shock of it….",Neutral,0.0
youtube,Apple HomePod Mini,"I am a little late to be honest but a quick question. If we ignore the smart features of the device, if I decide to use it as a speaker while watching a movie from my Mac does the airplay work normally? If I decide to listen to music from youtube louder and use it as a simple bluetooth speaker, will it work or it only understands Apple music?",Positive,0.10126488095238095
youtube,Apple HomePod Mini,"I hate it, you can’t set an alarm on your phone so it’ll go off on the pod. Waste of money",Negative,-0.5
youtube,Apple HomePod Mini,I picked one up last week and the audio is phenomenal! Best $99 I ever spent. Can’t wait to pick up a pair of HomePod 2 speakers for my Apple TV. ❤❤❤,Positive,0.38125
youtube,Apple HomePod Mini,i brought myself one as a early christmas gift and i love it best 150 dollars i have spent,Positive,0.375
youtube,Apple HomePod Mini,"like the features, setup was difficult for some of my devices (August Door lock, https://www.youtube.com/post/UgkxhB5YOMNj04GuoAosExygP4cH-dKeb4aB Bose speaker)... but all switches and outlets (5), thermostat, tankless water heater. Unfortunately all I can do is turn on/off Bose. It doesn't support volume or changing channels, but I believe that is due to the particular speaker I have.... Worth getting if you already have other devices to use it with... I don't sit around and ask Alexa questions much so that doesn't really matter to me....",Neutral,-0.047916666666666684
youtube,Apple HomePod Mini,"Funny. Everyone always talks about how easy it is to set up and use Apple products. I can assure you, as a long time Apple consumer of all products Apple, it is not always that easy, especially with Apple’s speakers.",Positive,0.21333333333333332
youtube,Apple HomePod Mini,"Can you set these up with a macbook or iPad? We don't use iPhone, but considering one to control the house on iPad and macbook through the home app. Along with some podcasts etc via airplay.",Neutral,0.0
youtube,Apple HomePod Mini,home pod mini and others are not available in thailand strange he ?,Negative,-0.125
youtube,Apple HomePod Mini,Excelente áudio in this video,Neutral,0.0
youtube,Apple HomePod Mini,Never could get mine to work properly so I returned it.,Neutral,0.0
youtube,Apple HomePod Mini,Very good video but imo the HomePod is quite useless may as well get an Alexa,Positive,0.20499999999999996
youtube,Apple HomePod Mini,🇨🇦✅📬📮📨📉📊💎🎰🧑‍✈️🧞💰📮🪙🏘️📦⚖️💲,Neutral,0.0
youtube,Apple HomePod Mini,"Google home ⚖️💲,$16:000",Neutral,0.0
youtube,Apple HomePod Mini,Does the HomePod mini have to be connected to Wifi to play music via your phone??,Neutral,0.0
youtube,Apple HomePod Mini,"They are good however stereo pair is a disaster, drop outs, echoing, poor recognition, stop playing midsong completely. I also find it weird that you found the response time to be good, in my tests the echo had a faster response time and lower error rate as well and better ability to actually start playing the correct song and correct versions of the song I asked for.  I got echo 4th gen and paired them (only works after firmware update on both and update your alexa app on mobile) and zero of these issues.",Positive,0.13749999999999998
youtube,Apple HomePod Mini,For the tap the iPhone on top of the HomePod mini can I work with the iPod touch 7 gen?,Positive,0.5
youtube,Apple HomePod Mini,I haven't seen that design since the early 60s but it was a candle.,Neutral,0.1
youtube,Apple HomePod Mini,"we never talk about the craziness of when you have more than one apple device in a room and you ask siri to do something they all answer, or you ask your Homepod mini to play your playlist then your phone does the same and of course a different song then the one from your homepod mini",Positive,0.16666666666666666
youtube,Apple HomePod Mini,Apple was insane for getting rid of the big HomePod. Those things sounded absolutely incredible.,Neutral,-0.033333333333333326
youtube,Apple HomePod Mini,"I ask Siri for the weather everyday, and I love that it plays YouTube music.  Easy to use .",Positive,0.24444444444444446
youtube,Apple HomePod Mini,Do other people manage to get TuneIn to work with HomePods? I can’t. I also cannot add radio stations to the Music app. Help?,Negative,-0.125
youtube,Apple HomePod Mini,I hate them. They are annoying and sound horrible. They’ve been sitting around collecting dust for a year because nobody even wants to buy them.,Negative,-0.4
youtube,Apple HomePod Mini,"Think there is another downside that you can't use it without a wifi right? 
But my question is can you not use a hotspot to overcome that problem?",Positive,0.2857142857142857
youtube,Apple HomePod Mini,it does connect with Laptop too right??,Positive,0.2857142857142857
youtube,Apple HomePod Mini,Pausing the video at 0:31 just to subscribe and comment purely based on the fact that within this time he has told if the homepad is recommended or not. I salute you my friend. Thank you. !!!,Positive,0.4185267857142857
youtube,Apple HomePod Mini,Do not buy - sound constantly interrupts,Positive,0.2
youtube,Apple HomePod Mini,"Great review thank you! Quick question to you or any other users here: Does it interact with familiy Apple calendar? I would mainly use it to ask siri about upcoming familiy events, soccer, swimming, birthdays and to add calendar reminders. How does it fare? Thank you in advance!",Positive,0.35416666666666663
youtube,Apple HomePod Mini,"If I could find a way to get a HomePod mini to to commands to my Hubitat, I'd replace every one of my annoying Alexa devices. But, that is not happening, at least as far as I know.",Negative,-0.3333333333333333
youtube,Apple HomePod Mini,Nest audio is $69 from many retailers,Positive,0.5
youtube,Apple HomePod Mini,I was about to purchase but the not compatible with Spotify was a dealbreaker for me,Neutral,0.0
youtube,Apple HomePod Mini,You should be able to find your AirTag items now. I did it the other the day,Positive,0.1875
youtube,Apple HomePod Mini,"Ok, bass is not the best but for such a small speaker system,
it's quite remarkable. And the stereo separation is the best I have ever heard.
Love my mini balls!",Positive,0.434375
youtube,Apple HomePod Mini,Can you add multiple brand cameras? I’ve got an arlo hub but want to run some seperate Cheaper wifi cameras,Neutral,0.0
youtube,Apple HomePod Mini,I hate it. If you don’t use Apple music it just doesn’t work.,Negative,-0.8
youtube,Apple HomePod Mini,I’ve been using google nest hub for the past 3 years. I’m definitely getting a HomePod!! Google lags way to much. Plus most my devices are apple. Thanks for the review,Positive,0.13
youtube,Apple HomePod Mini,"If you’re already listening to Spotify, can I ask Siri to resume and will it resume the music from Spotify?",Neutral,0.0
youtube,Apple HomePod Mini,you can tell Siri to “don’t listen to hey Siri” and you’ll have to hold on the top so that is the mute,Positive,0.5
youtube,Apple HomePod Mini,"I liked this video. Very informative and not plenty of ""cool"" video shots that provide no value to the review. Thanks!",Positive,0.35
youtube,Apple HomePod Mini,"I bought two HomePod mini, February 2022. Set up both on my iPhone 13, iOS 15.5 version. Both doing fine. Around 15/4/22 one of my HomePod mini STOPED SPEAKERS. Then a reset, but after I CANT Setup, message “Failed (-6753)”. I’ve tried everything: reset factory HomePod mini, reset with my iPhone, reset with MacBook Pro 2018, and downgrade to iOS 15.4.1. HomePod mini version SO is 15.4.1. The other HomePod mini still working very fine.
SOMEONE HELP ME PLEASE?",Neutral,0.08333333333333336
youtube,Apple HomePod Mini,Siri seemed dummied down on HomePod Mini compared with phone…especially SE 2022,Negative,-0.15555555555555559
youtube,Apple HomePod Mini,Snazzy’s clone hahaha,Positive,0.2
youtube,Apple HomePod Mini,Good video boss however the question is do I purchase one? 😂,Positive,0.7
youtube,Apple HomePod Mini,What are the most annoying things about the speakers is no Bluetooth relies totally on having a Wi-Fi network which I think is a failing on their part,Negative,-0.10000000000000002
youtube,Apple HomePod Mini,"I don't know how anyone can recommend this.  I have had Amazon Echo for years and it works very well (especially with Amazon's own Smart Plugs, compared to Wemos which are AWFUL).  The Amazon Echo is easy to use and intuitive to speak to, and it talks all the time, even in Brief mode.  It routinely adds, ""By the way"" after it does something and also asks if it did what I wanted.  It never shuts up.  It also feels the need to tell you ""Now connected to MacBook Pro"" when you shoot music over to it just a few feet away, even though you've already heard the music playing from it, and it then INTERRUPTS the music to tell you that.  Super annoying on a daily basis.  But absolutely nothing is well thought out in comparison on the Apple HomePod mini.  Even simple things on Echo like adding to a grocery list, reading it off, and then telling it to empty the list is easy on Echo, while a real chore on HomePod mini.  I can tell Siri on my iPhone to play my iTunes playlist named whatever and it starts playing it but not on HomePod Mini.  To do that I have to start it on my phone manually and then use AirPlay to shoot it over to the HomePod Mini.  Everything on the HomePod mini compared to the Amazon Echo is clumsy and challenging and mind boggling difficult in comparison, and is simply unintuitive (the former hallmark of Apple under Steve Jobs was always that it was intuitive).  I also took advantage of Apple Music streaming service for 6 months with this purchase, only to fight with it an entire day and end up deleting it.  Ask it to play something like Somewhere Over the Rainbow by Judy Garland and it refused, giving me some other funky version.  Then ask it to play music by Judy Garland and the very first song was Somewhere Over the Rainbow.  It's just unimaginably bad in every way and so I cancelled Music even though it's free and am returning the HomePod mini after day two.",Neutral,0.0042328042328042366
youtube,Apple HomePod Mini,"I’m dumb, it took me one hour to set it up.",Negative,-0.375
youtube,Apple HomePod Mini,"You’re quite right of course, I looked at quite a few reviews before purchasing one and yeah I suppose the only problem I have is with how do you say a mute button if you’re playing music fairly loudly,  you have to yell at Suri it’s quite funny it sounds funny from listeners point of view. I only use mine in the bedroom I have a spare have a pair and I think they’re pretty good however what’s no mute switch it’s quite simple really the power switch is next to my bed - I simply Ri’chard end the PowerPoint off.",Positive,0.1412087912087912
youtube,Apple HomePod Mini,does homepod mini now works on youtube music ??,Neutral,0.0
youtube,Apple HomePod Mini,Would have liked to see your tips on cleaning it. It's a dust collector and I've no idea of the best way to keep it clean. Also what is the best stand you can get for it?,Positive,0.7416666666666667
youtube,Apple HomePod Mini,"Good clear content, informational without being to long, and most importantly not serving a paid ad every couple of minutes. Thank you.",Positive,0.21000000000000002
youtube,Apple HomePod Mini,"I like the sound mine make - but - they're very slow to switch sound to - sometimes takes a minute or more to find the speaker that's 6 inches away from the phone. Sound drops out. Stereo pairing is problematic and unreliable. Insufficient bass. Speaker either seems to be at conversation interrupting levels of volume, or not quite loud enough. Media continues to play after the phone has changed to a different song, often times requiring the speakers to be restarted and repaired to regain control.
Mostly a nice idea, with not quite enough polish.",Positive,0.16909090909090913
youtube,Apple HomePod Mini,"Where HomPod fails is as a speaker for a Mac. It connects sometimes, but it's a poor connection which loses itself easily. This is a huge oversight as this is why I bought it. As for Siri, you have been far too kind. Half the time it is unable to do something more than twice in a row. I have 5 HomePods, big and small, but the only thing I find them really good for is Dolby Atmos for my AppleTV. The Homepod represents an epic fail by Apple. Have you ever tried troubleshooting. Apple will have you restarting your router, turning off any other wifi enabled devices, turning them all back on again. My router works fine, it's these lousy speakers that are at fault.",Neutral,0.0004166666666666763
youtube,Apple HomePod Mini,CORRECTION : You CAN make outgoing calls on your Nest Home and Nest Home Max (as long as the number you’re calling is in your address book).,Neutral,-0.05
